host_since,host_response_time,host_response_rate percentage,host_is_superhost,host_total_listings_count,Number of Verication ways,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,calendar_updated_Daysago,number_of_reviews,lates_review within a month?,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,average_price
2016,within an hour,100,f,6,7,t,f,North End,2110,House,Entire home/apt,6,1,2,3,Real Bed,10,0,158,2,50,2,0,7,f,91,9,10,9,9,10,9,t,super_strict_30,f,f,4,4,0,0,0.26,308.64
2014,within an hour,99,f,85,8,t,f,South End,2116,Apartment,Entire home/apt,2,1,0,1,Real Bed,27,0,69,1,0,1,3,46,f,90,9,10,10,9,10,9,t,strict_14_with_grace_period,f,f,54,54,0,0,1.67,149.95
2017,within an hour,100,f,6,6,t,f,East Boston,2128,Apartment,Private room,1,1,4,1,Real Bed,10,204.28,72.07,1,0,30,7,1,f,80,10,8,10,10,10,10,t,strict_14_with_grace_period,f,f,2,0,2,0,0.67,33.99
2014,within an hour,99,f,1070,6,t,f,South Boston,2127,Apartment,Entire home/apt,2,1,1,1,Real Bed,33,400,90,2,5,2,0,37,f,95,10,10,9,10,10,10,t,strict_14_with_grace_period,f,f,283,283,0,0,1.41,472.68
2009,within a day,93,f,12,8,t,f,Beacon Hill,2108,Condominium,Entire home/apt,2,1,1,1,Real Bed,23,1000,250,1,0,32,0,18,f,91,9,9,10,9,10,9,f,strict_14_with_grace_period,f,f,10,10,0,0,0.36,161.7
2015,within an hour,67,f,1,5,t,f,Allston,2134,House,Private room,2,1,1,1,Real Bed,39,204.28,72.07,1,0,1,90,68,f,99,10,10,10,10,10,10,f,flexible,f,f,1,0,1,0,4.28,70
2014,within an hour,99,f,1070,6,t,f,Back Bay,2115,Apartment,Entire home/apt,2,1,1,1,Real Bed,28,400,90,2,5,2,0,22,f,90,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.89,499.28
2009,within a day,93,f,12,8,t,f,Downtown,2108,Apartment,Entire home/apt,2,1,1,1,Real Bed,29,1000,250,1,0,32,0,23,f,92,9,9,10,10,10,9,f,strict_14_with_grace_period,f,f,10,10,0,0,0.38,117.09
2015,within a few hours,99,f,778,6,t,f,Mission Hill,2115,Apartment,Entire home/apt,5,1,2,3,Real Bed,33,0,100,5,0,8,0,12,f,93,9,10,9,9,10,9,t,strict_14_with_grace_period,f,f,134,134,0,0,0.67,518.09
2011,within an hour,100,t,2,8,t,t,Roslindale,2131,Apartment,Private room,1,0,1,1,Real Bed,24,204.28,72.07,1,0,28,180,98,f,97,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,2,0,2,0,1.03,55
2017,within an hour,95,f,10,7,t,f,Mission Hill,2120,Apartment,Private room,1,1,5,1,Real Bed,10,204.28,72.07,1,0,30,4,1,f,60,6,6,10,6,10,6,t,flexible,f,f,5,0,5,0,0.67,35
2017,within a few hours,100,f,5,2,t,f,East Boston,2128,Apartment,Private room,1,1,1,1,Real Bed,13,0,30,1,0,30,60,1,f,100,10,10,10,10,10,10,f,moderate,f,f,4,0,4,0,0.67,50
2017,within an hour,100,t,2,8,t,f,Dorchester,2121,House,Private room,2,1,1,1,Real Bed,55,0,40,1,0,1,2,19,f,99,10,10,10,10,10,10,t,moderate,f,f,2,0,2,0,5.7,52.51
2017,within an hour,95,f,5,6,t,t,Dorchester,2125,House,Private room,1,1.5,1,1,Real Bed,20,150,35,1,20,1,1,83,f,89,9,9,10,10,10,9,f,flexible,f,f,5,0,5,0,3.42,49.53
2014,within an hour,100,t,19,9,t,f,West End,2114,Apartment,Entire home/apt,2,1,1,1,Real Bed,35,204.28,72.07,1,0,15,1,3,f,100,9,9,10,10,10,10,f,flexible,f,f,19,19,0,0,0.23,241.35
2015,within a few hours,100,f,1,5,t,t,Downtown,2108,Loft,Entire home/apt,3,1,1,1,Real Bed,39,399,79,2,39,28,42,252,f,95,10,10,10,10,10,9,f,moderate,f,f,1,1,0,0,5.07,128.95
2017,within an hour,95,f,10,7,t,f,Mission Hill,2120,Apartment,Private room,1,1,5,1,Real Bed,10,204.28,72.07,1,0,30,5,1,f,100,10,10,10,10,10,10,t,flexible,f,f,5,0,5,0,0.67,35
2014,within an hour,99,f,1070,6,t,f,Allston,2134,Apartment,Entire home/apt,2,1,1,1,Real Bed,36,400,98,2,5,2,0,10,f,94,10,10,9,9,10,8,t,strict_14_with_grace_period,f,f,283,283,0,0,0.81,271.22
2016,within an hour,100,f,79,4,t,f,North End,2113,Apartment,Entire home/apt,8,2,3,3,Real Bed,26,0,120,1,0,3,0,76,f,93,9,10,10,10,10,9,t,strict_14_with_grace_period,f,f,45,45,0,0,3.43,469.84
2013,within an hour,98,f,1751,5,t,f,Back Bay,2116,Apartment,Entire home/apt,5,2,2,3,Real Bed,23,0,119,1,0,2,0,15,f,95,10,9,10,10,10,10,t,strict_14_with_grace_period,f,f,32,32,0,0,0.87,427.14
2011,within a few hours,100,f,1,3,t,f,Back Bay,2115,Condominium,Entire home/apt,7,2.5,4,5,Real Bed,35,0,0,7,100,4,60,2,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.18,975
2015,within an hour,100,f,2,2,t,f,Charlestown,2129,House,Private room,1,1,1,1,Real Bed,15,200,25,1,10,25,1,2,f,80,9,10,10,10,10,8,t,strict_14_with_grace_period,f,f,2,0,2,0,0.2,52.6
2017,within an hour,100,f,8,7,t,f,Dorchester,2124,Condominium,Private room,1,1.5,1,1,Real Bed,18,204.28,72.07,1,20,7,60,1,f,100,10,10,10,10,8,10,t,flexible,f,f,8,0,8,0,0.67,45
2011,within an hour,95,f,91,4,t,f,Beacon Hill,2114,Apartment,Entire home/apt,2,1,0,1,Real Bed,35,500,105,1,0,2,0,18,f,93,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,89,75,14,0,0.74,184
2013,within a few hours,100,t,1,8,t,t,Fenway,2115,Apartment,Entire home/apt,4,1,1,2,Real Bed,33,0,35,2,30,2,35,9,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.48,127.82
2016,within an hour,93,f,29,6,t,t,Back Bay,2115,Apartment,Entire home/apt,4,1,1,2,Real Bed,29,0,70,1,0,1,0,22,f,95,9,9,10,9,10,9,t,super_strict_30,f,f,29,29,0,0,1,177.2
2009,within a few hours,96,f,16,8,t,f,Fenway,2215,Condominium,Entire home/apt,2,1,0,1,Real Bed,18,500,145,1,0,30,2,1,f,80,10,10,8,10,10,6,f,strict_14_with_grace_period,f,f,10,10,0,0,0.67,109.19
2017,within an hour,100,f,12,7,t,f,Back Bay,2115,Apartment,Entire home/apt,5,1,2,2,Real Bed,19,100,95,4,0,2,0,24,f,93,10,9,10,10,10,9,t,moderate,f,f,12,12,0,0,1.48,249.06
2016,within an hour,100,t,4,4,t,t,Hyde Park,2136,House,Private room,2,1.5,1,1,Real Bed,27,200,20,1,10,3,90,38,f,94,9,9,10,10,9,9,f,strict_14_with_grace_period,f,f,4,0,4,0,1.04,66.93
2013,within a day,100,f,2,8,t,t,Roxbury,2118,Condominium,Private room,1,2.5,1,1,Real Bed,28,600,100,1,30,30,120,2,f,80,9,10,10,10,10,8,f,strict_14_with_grace_period,f,f,2,1,1,0,0.05,80
2011,within a day,90,f,1,6,t,t,Beacon Hill,2114,Apartment,Private room,2,1,1,1,Real Bed,30,100,20,1,0,1,60,94,f,97,10,9,10,10,10,9,f,moderate,f,f,1,0,1,0,3.33,133.85
2014,within an hour,100,t,2,4,t,t,Dorchester,2125,House,Entire home/apt,6,1,4,4,Real Bed,30,0,100,5,10,30,60,4,f,95,10,8,10,10,10,10,t,moderate,f,f,1,1,0,0,0.29,170
2014,within an hour,100,f,25,3,t,f,Dorchester,,Apartment,Private room,1,1,1,1,Airbed,24,500,50,1,0,30,14,8,f,85,9,9,10,10,8,9,f,strict_14_with_grace_period,f,f,25,4,21,0,0.24,33.35
2015,within a day,100,t,1,5,t,t,Brighton,2135,Apartment,Private room,2,1,1,2,Real Bed,36,0,35,1,39,1,7,34,f,93,9,9,10,10,9,9,f,moderate,f,f,1,0,1,0,0.66,114.69
2018,within an hour,100,f,4,2,t,f,Dorchester,2122,Apartment,Entire home/apt,5,1,2,3,Real Bed,46,204.28,90,1,0,1,90,26,f,94,10,10,10,10,9,9,t,flexible,f,f,4,1,3,0,2.36,195
2014,within an hour,99,f,1070,6,t,f,South End,2118,Apartment,Entire home/apt,4,1,2,2,Real Bed,29,400,110,4,5,2,0,22,f,93,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,283,283,0,0,0.98,507.79
2014,within an hour,100,t,15,5,t,t,Charlestown,2129,Apartment,Private room,2,1,1,1,Real Bed,13,0,45,1,20,28,0,27,f,97,10,10,10,10,9,10,f,flexible,f,f,9,3,6,0,0.76,77.48
2015,within a day,100,t,2,5,t,t,West Roxbury,2132,Bed and breakfast,Private room,1,1,1,1,Real Bed,16,100,72.07,1,0,30,60,11,f,96,10,10,10,10,10,10,t,moderate,f,f,1,0,1,0,0.26,51.87
2016,within an hour,100,t,1,3,t,f,South End,2118,Condominium,Entire home/apt,2,1,1,1,Real Bed,26,500,75,2,50,3,3,26,f,100,10,10,10,10,10,10,t,moderate,f,f,1,1,0,0,0.95,255.01
2016,within an hour,100,t,7,5,t,t,Fenway,2215,Apartment,Entire home/apt,3,1,1,1,Real Bed,25,204.28,72.07,1,0,10,35,10,f,94,10,10,10,10,10,10,t,moderate,f,f,4,4,0,0,0.28,237.06
2017,within an hour,100,f,8,7,t,f,Dorchester,2124,Condominium,Private room,4,1.5,1,1,Real Bed,24,204.28,20,1,25,4,42,30,f,89,9,8,10,10,9,9,f,moderate,f,f,8,0,8,0,1.46,54.57
2017,within an hour,100,t,8,1,t,f,Brighton,2135,House,Private room,2,1,1,1,Real Bed,22,204.28,72.07,1,50,1,90,11,f,96,10,10,9,10,9,9,f,strict_14_with_grace_period,f,f,8,0,8,0,1.14,83.55
2018,within an hour,100,t,5,4,t,t,South Boston Waterfront,2210,Apartment,Private room,2,1,1,1,Real Bed,20,204.28,72.07,1,0,1,42,93,f,98,9,10,10,10,10,9,f,flexible,f,f,3,1,2,0,7.66,200
2014,within an hour,100,f,21,7,t,t,Back Bay,2115,Apartment,Private room,2,1,1,1,Real Bed,30,204.28,5,1,15,1,7,17,f,94,9,10,10,10,10,10,f,strict_14_with_grace_period,f,f,20,4,16,0,1.81,110
2019,a few days or more,33,f,1,1,t,f,Fenway,2215,House,Shared room,1,1,1,1,Real Bed,21,204.28,72.07,1,0,1,35,1,f,100,10,8,8,8,8,10,f,flexible,f,f,1,0,0,1,0.68,111.73
2017,within a few hours,100,f,1,9,t,f,West Roxbury,2132,House,Entire home/apt,4,1,1,1,Real Bed,45,150,25,2,15,1,35,5,f,96,10,10,10,10,10,10,f,moderate,f,f,1,1,0,0,0.22,123.52
2011,within an hour,100,f,3,5,t,t,Dorchester,2124,House,Private room,3,1.5,1,1,Real Bed,21,100,60,1,25,2,60,183,f,95,10,10,10,10,10,10,t,strict_14_with_grace_period,t,t,3,0,3,0,1.91,78.4
2013,within an hour,98,f,7,9,t,f,Allston,2134,House,Private room,2,1,1,1,Real Bed,32,200,35,2,25,1,0,12,f,93,9,10,10,10,10,9,t,flexible,f,f,7,0,7,0,2.25,84.57
2016,within an hour,100,t,4,3,t,f,Brighton,2135,House,Private room,2,3,1,1,Real Bed,23,204.28,35,1,15,1,35,141,f,97,10,10,10,10,9,10,t,moderate,f,f,3,0,3,0,4.58,41.06
2012,within an hour,100,f,1,6,t,t,Dorchester,2125,Condominium,Private room,4,1,2,1,Real Bed,34,0,30,1,30,3,60,95,f,96,10,9,10,10,10,10,f,moderate,f,f,1,0,1,0,3.74,70.02
2015,within an hour,100,t,3,5,t,t,East Boston,2128,Apartment,Entire home/apt,6,1,2,2,Real Bed,45,250,100,4,35,1,0,18,f,94,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,3,3,0,0,0.46,380.61
2014,within an hour,91,f,5,9,t,f,Mattapan,2126,Guest suite,Entire home/apt,7,1,2,3,Real Bed,42,200,100,3,35,4,2,69,f,93,10,9,10,10,9,10,f,strict_14_with_grace_period,f,f,1,1,0,0,1.71,74.89
2014,within an hour,99,f,1070,6,t,f,Downtown,2111,Apartment,Entire home/apt,4,2,2,2,Real Bed,31,400,110,4,5,2,0,11,f,87,9,9,9,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.53,513.66
2014,within an hour,99,f,85,8,t,f,South End,2116,Apartment,Entire home/apt,2,1,0,1,Real Bed,24,0,69,1,0,1,3,30,f,92,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,54,54,0,0,2.23,160.3
2014,within an hour,99,f,1070,6,t,f,Downtown,2110,Apartment,Entire home/apt,2,1,0,1,Real Bed,31,400,94,2,5,2,0,19,f,91,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.57,223.67
2014,within an hour,99,f,1070,6,t,f,Chinatown,2111,Apartment,Entire home/apt,4,2,2,2,Real Bed,31,400,110,4,5,2,0,27,f,83,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.81,510.53
2016,within an hour,100,f,8,4,t,t,East Boston,2128,Condominium,Entire home/apt,10,1,5,5,Real Bed,39,500,190,1,0,2,0,13,f,95,10,9,10,10,9,10,t,flexible,f,f,8,1,7,0,1.16,246.96
2014,within an hour,99,f,1070,6,t,f,Allston,2134,Apartment,Entire home/apt,4,2,2,2,Real Bed,35,400,110,4,5,2,0,24,f,93,10,10,9,9,9,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.74,288.11
2014,within a few hours,100,f,37,8,t,f,Back Bay,2116,Apartment,Entire home/apt,4,1,2,2,Real Bed,35,0,100,1,0,2,0,4,f,100,10,10,7,10,10,10,f,moderate,f,f,21,21,0,0,0.34,282.48
2015,within an hour,100,t,1,4,t,t,South End,2118,Townhouse,Entire home/apt,4,2.5,2,2,Real Bed,22,500,125,1,0,2,60,47,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.96,675
2016,within an hour,100,t,13,7,t,t,Dorchester,2124,Apartment,Private room,2,1,1,1,Real Bed,39,150,40,1,8,6,150,25,f,100,10,10,10,10,10,10,f,moderate,f,f,8,0,8,0,0.63,79.63
2012,within an hour,100,f,14,9,t,f,Beacon Hill,2108,Apartment,Entire home/apt,3,1,0,1,Real Bed,20,100,90,1,0,2,0,46,f,90,9,9,9,9,10,9,t,strict_14_with_grace_period,f,f,10,10,0,0,1.84,180.03
2016,within an hour,100,t,14,7,t,f,North End,2113,Apartment,Private room,1,1,3,1,Real Bed,10,204.28,72.07,1,0,30,5,1,f,100,10,8,6,10,10,8,t,strict_14_with_grace_period,f,f,11,0,11,0,0.68,41
2018,within an hour,99,f,16,8,t,t,Jamaica Plain,2130,Apartment,Entire home/apt,8,1,3,3,Real Bed,32,204.28,72.07,1,0,2,0,1,f,20,2,8,6,2,6,2,t,strict_14_with_grace_period,f,f,12,12,0,0,0.68,296.72
2014,within an hour,99,f,1070,6,t,f,Allston,2134,Apartment,Entire home/apt,4,2,2,2,Real Bed,36,400,110,4,5,2,0,50,f,97,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,283,283,0,0,1.46,229.75
2015,within an hour,100,f,4,7,t,t,Roxbury,2119,House,Private room,2,1.5,1,1,Real Bed,33,250,65,1,20,15,120,2,f,100,10,10,10,10,10,10,f,moderate,f,f,4,0,4,0,0.85,105.68
2015,within an hour,99,t,25,7,t,f,Beacon Hill,2114,Apartment,Private room,2,1,1,1,Real Bed,18,204.28,60,1,0,1,0,41,f,95,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,13,7,6,0,3.3,139.9
2015,within an hour,100,f,4,3,t,f,South Boston,2127,House,Private room,2,1,1,1,Real Bed,8,0,0,1,20,3,60,42,f,94,9,9,10,10,9,9,t,strict_14_with_grace_period,f,f,4,0,4,0,0.84,75
2016,within a day,100,t,1,7,t,f,Jamaica Plain,2130,Apartment,Entire home/apt,4,1,2,2,Real Bed,44,600,150,4,50,3,6,20,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,1.27,172.1
2014,within an hour,100,f,21,7,t,t,Dorchester,2121,Condominium,Private room,1,1.5,1,1,Real Bed,36,204.28,72.07,1,0,3,21,9,f,100,10,10,10,10,9,10,t,moderate,f,f,20,4,16,0,0.39,100
2013,within an hour,98,f,1751,5,t,f,Downtown,2114,Apartment,Entire home/apt,5,2,2,3,Real Bed,35,204.28,119,1,0,2,0,29,f,90,9,10,9,9,10,9,t,strict_14_with_grace_period,f,f,32,32,0,0,0.87,406.12
2015,within an hour,100,f,11,6,t,f,Dorchester,2125,House,Private room,2,1,1,1,Real Bed,24,150,50,2,0,1,60,10,f,90,10,9,10,10,9,9,t,flexible,f,f,4,0,4,0,2.88,58.03
2017,within an hour,100,t,6,3,t,f,Roslindale,2131,House,Private room,1,1,1,1,Real Bed,36,500,30,1,0,2,0,42,f,98,10,10,10,10,9,10,t,strict_14_with_grace_period,f,f,5,0,5,0,1.57,59.57
2012,within an hour,100,t,2,7,t,t,Jamaica Plain,2130,House,Private room,2,1,1,1,Real Bed,34,200,50,1,0,3,1,100,f,97,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2,0,2,0,1.74,72.18
2009,within a few hours,96,f,16,8,t,f,North End,2113,Condominium,Entire home/apt,4,1,1,2,Real Bed,13,500,100,1,0,29,2,1,f,100,10,10,10,10,10,8,f,strict_14_with_grace_period,f,f,10,10,0,0,0.68,142.12
2014,within an hour,100,f,1,6,t,t,East Boston,2128,Apartment,Entire home/apt,2,1,1,1,Real Bed,24,204.28,35,1,0,1,1,203,f,87,9,9,10,9,9,9,f,moderate,f,f,1,1,0,0,3.44,104.7
2012,within an hour,100,t,2,9,t,t,Jamaica Plain,2130,House,Entire home/apt,10,2.5,4,6,Real Bed,33,300,110,8,50,3,0,67,f,97,10,10,10,10,9,9,t,strict_14_with_grace_period,f,f,2,1,1,0,0.87,573.7
2013,within an hour,100,t,4,8,t,f,Roxbury,2118,Apartment,Entire home/apt,5,1,1,1,Real Bed,28,0,85,1,0,2,0,57,f,97,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3,3,0,0,2.8,104.77
2014,within an hour,100,f,21,7,t,t,Back Bay,2115,Apartment,Private room,2,1,1,1,Real Bed,30,204.28,72.07,1,12,1,21,31,f,94,10,10,9,10,10,10,t,strict_14_with_grace_period,f,f,20,4,16,0,3.04,115.18
2014,within an hour,99,f,1070,6,t,f,Chinatown,2111,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,400,90,2,5,2,0,28,f,91,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,1.3,472.91
2017,within an hour,100,f,1,6,t,t,Back Bay,2116,Guest suite,Entire home/apt,2,1,1,1,Real Bed,35,204.28,72.07,1,20,2,21,4,f,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,1.85,172.61
2016,within a few hours,100,f,9,8,t,f,Brighton,2135,Apartment,Private room,1,1,1,1,Real Bed,10,300,60,1,50,14,14,6,f,96,10,10,10,9,10,10,f,strict_14_with_grace_period,f,f,6,0,6,0,0.16,43.99
2014,within a few hours,100,f,1,5,t,t,South End,2118,Apartment,Entire home/apt,3,1,0,1,Real Bed,21,204.28,75,2,50,3,7,14,f,97,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,0.51,175
2015,within an hour,100,t,12,10,t,f,South Boston Waterfront,2210,Apartment,Entire home/apt,4,2,2,3,Real Bed,24,200,150,4,100,1,0,9,f,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,8,8,0,0,2.84,343.56
2016,within a few hours,100,t,1,6,t,t,Roxbury,2121,House,Private room,1,1.5,1,1,Real Bed,24,1000,72.07,1,0,10,210,11,f,96,9,9,10,10,9,10,f,moderate,f,f,1,0,1,0,0.32,51.48
2017,within a day,76,f,114,3,t,f,West End,2114,Serviced apartment,Entire home/apt,7,2,3,3,Real Bed,20,0,150,1,0,3,0,2,f,90,10,9,9,10,10,10,f,strict_14_with_grace_period,f,f,67,67,0,0,0.22,614.48
2014,within an hour,99,f,1070,6,t,f,South End,2118,Apartment,Entire home/apt,4,1,2,2,Real Bed,32,400,110,4,5,2,0,8,f,83,9,9,10,10,9,8,t,strict_14_with_grace_period,f,f,283,283,0,0,0.77,259.7
2015,within a few hours,99,f,778,6,t,f,Mission Hill,2130,Apartment,Entire home/apt,5,2,2,3,Real Bed,35,0,100,1,0,3,0,7,f,83,8,9,9,9,9,9,f,strict_14_with_grace_period,f,f,134,134,0,0,0.3,478.61
2014,within an hour,99,f,1070,6,t,f,Downtown,2111,Apartment,Entire home/apt,4,2,2,2,Real Bed,31,400,110,4,5,2,0,12,f,92,10,9,9,10,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,1,307.39
2019,within an hour,100,f,1,2,t,f,Dorchester,2125,Apartment,Private room,2,1,1,1,Real Bed,27,0,25,1,0,2,60,4,f,100,10,10,10,10,9,10,t,flexible,f,f,1,0,1,0,2,70.42
2015,within an hour,100,f,23,9,t,f,Roxbury,2118,Apartment,Private room,2,1,1,2,Real Bed,12,100,39,1,30,1,0,58,f,90,10,9,10,10,9,9,t,strict_14_with_grace_period,f,f,19,1,18,0,3.7,72.07
2016,within an hour,100,f,38,5,t,f,Dorchester,2122,Apartment,Private room,1,2,1,1,Real Bed,45,100,43,1,10,1,49,40,f,95,10,9,10,10,8,9,f,moderate,f,f,18,1,17,0,1.41,54.41
2014,within an hour,99,f,1070,6,t,f,South End,2118,Apartment,Entire home/apt,4,2,2,2,Real Bed,32,400,110,4,5,2,0,5,f,88,9,10,10,10,10,8,t,strict_14_with_grace_period,f,f,283,283,0,0,0.47,258.73
2013,within a day,80,f,1,6,t,f,East Boston,2128,Townhouse,Entire home/apt,4,2.5,2,2,Real Bed,27,350,125,1,0,2,14,21,f,98,10,10,10,10,9,10,f,moderate,f,f,1,1,0,0,1.52,214.07
2015,within an hour,100,f,18,9,t,t,Dorchester,2124,House,Private room,4,2.5,1,1,Real Bed,42,0,20,1,15,1,0,79,f,85,8,9,9,9,9,8,t,strict_14_with_grace_period,f,f,10,0,10,0,3.66,42.93
2014,within an hour,99,f,1070,6,t,f,Brighton,2135,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,34,400,110,4,5,2,0,32,f,90,9,10,9,10,9,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.83,195.17
2015,within an hour,100,f,1,3,t,t,South Boston,2127,Condominium,Entire home/apt,5,2,2,2,Real Bed,18,204.28,65,1,0,2,7,5,f,96,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,1,1,0,0,0.19,310.47
2013,within an hour,100,t,1,5,t,t,Charlestown,2129,Apartment,Private room,1,1,1,1,Real Bed,45,0,50,1,0,21,28,99,f,95,10,10,10,10,9,9,f,flexible,t,t,1,0,1,0,1.39,64.22
2018,within a few hours,100,f,1,2,t,f,Charlestown,2129,Condominium,Entire home/apt,3,1,1,1,Real Bed,23,0,85,1,0,2,14,6,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,1.03,147.05
2012,within a few hours,98,t,12,3,t,t,Charlestown,2129,Boat,Entire home/apt,6,1,1,4,Real Bed,21,0,159,1,0,2,0,25,f,93,9,10,9,10,9,9,t,strict_14_with_grace_period,f,f,5,5,0,0,0.73,325
2015,within an hour,100,f,21,3,t,f,Dorchester,2124,Apartment,Private room,4,1.5,1,2,Real Bed,24,0,30,1,30,1,1,10,f,98,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,17,1,16,0,0.82,52.45
2015,within an hour,100,f,21,3,t,f,Dorchester,2124,Apartment,Private room,3,1.5,1,2,Real Bed,18,0,25,1,30,1,1,11,f,82,9,8,9,9,9,8,f,flexible,f,f,17,1,16,0,0.9,50.55
2014,within an hour,99,f,1070,6,t,f,South End,2118,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,31,400,98,2,5,2,0,8,f,85,10,10,9,10,9,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.95,238.95
2013,within an hour,100,f,4,5,t,t,Dorchester,2121,House,Private room,3,1,1,1,Real Bed,56,204.28,20,1,30,1,35,38,f,85,9,9,9,9,9,9,t,strict_14_with_grace_period,f,f,4,0,4,0,1.69,59.37
2015,within an hour,100,f,23,9,t,f,South End,2118,Apartment,Private room,1,2,1,1,Real Bed,17,100,39,1,0,1,0,1,f,100,10,10,10,10,10,8,t,strict_14_with_grace_period,f,f,19,1,18,0,0.7,58.23
2018,within an hour,100,f,2,5,t,f,Dorchester,2124,Condominium,Private room,2,1,1,1,Real Bed,26,0,39,2,49,1,49,17,f,84,9,9,9,8,8,8,t,flexible,f,f,2,0,2,0,1.78,69.5
2015,within a few hours,100,t,36,6,t,f,South End,2118,Apartment,Entire home/apt,2,1,0,1,Real Bed,23,0,100,1,0,2,1,20,f,88,9,9,9,10,10,10,f,strict_14_with_grace_period,f,f,25,19,6,0,0.89,149.53
2015,within an hour,100,t,33,5,t,t,Brighton,2115,Apartment,Entire home/apt,4,1,0,2,Real Bed,30,350,100,2,15,2,0,39,f,94,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,9,9,0,0,0.98,103.27
2015,within a day,100,t,1,6,t,t,Brighton,2135,Apartment,Entire home/apt,4,1,2,3,Real Bed,39,500,100,1,25,28,90,56,f,94,10,10,10,10,9,9,f,moderate,f,f,1,1,0,0,1.26,60
2014,within an hour,99,f,1070,6,t,f,South End,2118,Apartment,Entire home/apt,4,1,2,2,Real Bed,32,400,110,4,5,2,0,22,f,90,10,9,9,10,9,9,t,strict_14_with_grace_period,f,f,283,283,0,0,0.97,550.26
2011,within an hour,95,f,91,4,t,f,South Boston,2127,Apartment,Entire home/apt,4,1,1,2,Real Bed,34,500,105,1,0,2,0,63,f,94,10,10,10,9,10,9,t,strict_14_with_grace_period,f,f,89,75,14,0,2.57,162.8
2017,within an hour,98,f,1609,6,t,t,Back Bay,2116,Apartment,Entire home/apt,5,1,2,3,Real Bed,25,0,139,5,0,1,0,2,f,70,8,8,10,10,10,9,t,strict_14_with_grace_period,f,f,32,32,0,0,1.2,362.68
2013,within an hour,99,f,750,9,t,f,Back Bay,2115,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,500,89,2,30,14,0,1,f,60,4,10,10,4,10,4,t,strict,t,t,125,125,0,0,0.7,232
2015,within an hour,100,f,2,4,t,t,Downtown,2108,Apartment,Entire home/apt,2,1,1,1,Real Bed,28,400,110,1,0,31,35,102,f,91,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,1,1,0,0,3.16,150.28
2015,within a day,100,f,2,4,t,t,Roslindale,2131,Apartment,Entire home/apt,4,1,1,2,Real Bed,16,204.28,72.07,1,0,1,14,1,f,100,10,10,10,10,10,10,f,flexible,f,f,1,1,0,0,0.7,155.91
2014,within an hour,99,f,1070,6,t,f,Downtown,2109,Apartment,Entire home/apt,4,2,2,2,Real Bed,32,400,110,4,5,2,0,23,f,90,10,9,10,9,10,9,t,strict_14_with_grace_period,f,f,283,283,0,0,1.55,571.77
